topology_id,scenario_group_id,ranking_group_id,pair_id,route_id,outer_holdout_fold
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_001,train_mesh_8node_multipair_01::scenario_001::pair_04,pair_04,pair_04_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_001,train_mesh_8node_multipair_01::scenario_001::pair_04,pair_04,pair_04_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_01,pair_01,pair_01_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_01,pair_01,pair_01_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_01,pair_01,pair_01_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_01,pair_01,pair_01_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_02,pair_02,pair_02_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_02,pair_02,pair_02_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_02,pair_02,pair_02_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_02,pair_02,pair_02_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_03,pair_03,pair_03_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_03,pair_03,pair_03_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_03,pair_03,pair_03_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_03,pair_03,pair_03_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_04,pair_04,pair_04_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_04,pair_04,pair_04_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_04,pair_04,pair_04_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_002,train_mesh_8node_multipair_01::scenario_002::pair_04,pair_04,pair_04_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_01,pair_01,pair_01_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_01,pair_01,pair_01_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_01,pair_01,pair_01_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_01,pair_01,pair_01_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_02,pair_02,pair_02_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_02,pair_02,pair_02_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_02,pair_02,pair_02_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_02,pair_02,pair_02_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_03,pair_03,pair_03_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_03,pair_03,pair_03_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_03,pair_03,pair_03_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_03,pair_03,pair_03_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_04,pair_04,pair_04_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_04,pair_04,pair_04_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_04,pair_04,pair_04_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_003,train_mesh_8node_multipair_01::scenario_003::pair_04,pair_04,pair_04_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_01,pair_01,pair_01_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_01,pair_01,pair_01_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_01,pair_01,pair_01_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_01,pair_01,pair_01_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_02,pair_02,pair_02_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_02,pair_02,pair_02_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_02,pair_02,pair_02_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_02,pair_02,pair_02_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_03,pair_03,pair_03_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_03,pair_03,pair_03_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_03,pair_03,pair_03_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_03,pair_03,pair_03_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_04,pair_04,pair_04_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_04,pair_04,pair_04_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_04,pair_04,pair_04_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_004,train_mesh_8node_multipair_01::scenario_004::pair_04,pair_04,pair_04_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_01,pair_01,pair_01_route_01,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_01,pair_01,pair_01_route_02,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_01,pair_01,pair_01_route_03,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_01,pair_01,pair_01_route_04,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_02,pair_02,pair_02_route_01,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_02,pair_02,pair_02_route_02,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_02,pair_02,pair_02_route_03,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_02,pair_02,pair_02_route_04,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_03,pair_03,pair_03_route_01,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_03,pair_03,pair_03_route_02,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_03,pair_03,pair_03_route_03,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_03,pair_03,pair_03_route_04,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_04,pair_04,pair_04_route_01,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_04,pair_04,pair_04_route_02,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_04,pair_04,pair_04_route_03,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_005,train_mesh_8node_multipair_01::scenario_005::pair_04,pair_04,pair_04_route_04,3
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_01,pair_01,pair_01_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_01,pair_01,pair_01_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_01,pair_01,pair_01_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_01,pair_01,pair_01_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_02,pair_02,pair_02_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_02,pair_02,pair_02_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_02,pair_02,pair_02_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_02,pair_02,pair_02_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_03,pair_03,pair_03_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_03,pair_03,pair_03_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_03,pair_03,pair_03_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_03,pair_03,pair_03_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_04,pair_04,pair_04_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_04,pair_04,pair_04_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_04,pair_04,pair_04_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_006,train_mesh_8node_multipair_01::scenario_006::pair_04,pair_04,pair_04_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_01,pair_01,pair_01_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_01,pair_01,pair_01_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_01,pair_01,pair_01_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_01,pair_01,pair_01_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_02,pair_02,pair_02_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_02,pair_02,pair_02_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_02,pair_02,pair_02_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_02,pair_02,pair_02_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_03,pair_03,pair_03_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_03,pair_03,pair_03_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_03,pair_03,pair_03_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_03,pair_03,pair_03_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_04,pair_04,pair_04_route_01,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_04,pair_04,pair_04_route_02,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_04,pair_04,pair_04_route_03,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_007,train_mesh_8node_multipair_01::scenario_007::pair_04,pair_04,pair_04_route_04,4
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_01,pair_01,pair_01_route_01,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_01,pair_01,pair_01_route_02,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_01,pair_01,pair_01_route_03,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_01,pair_01,pair_01_route_04,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_02,pair_02,pair_02_route_01,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_02,pair_02,pair_02_route_02,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_02,pair_02,pair_02_route_03,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_02,pair_02,pair_02_route_04,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_03,pair_03,pair_03_route_01,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_03,pair_03,pair_03_route_02,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_03,pair_03,pair_03_route_03,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_03,pair_03,pair_03_route_04,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_04,pair_04,pair_04_route_01,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_04,pair_04,pair_04_route_02,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_04,pair_04,pair_04_route_03,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_008,train_mesh_8node_multipair_01::scenario_008::pair_04,pair_04,pair_04_route_04,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_01,pair_01,pair_01_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_01,pair_01,pair_01_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_01,pair_01,pair_01_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_01,pair_01,pair_01_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_02,pair_02,pair_02_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_02,pair_02,pair_02_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_02,pair_02,pair_02_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_02,pair_02,pair_02_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_03,pair_03,pair_03_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_03,pair_03,pair_03_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_03,pair_03,pair_03_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_03,pair_03,pair_03_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_04,pair_04,pair_04_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_04,pair_04,pair_04_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_04,pair_04,pair_04_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_009,train_mesh_8node_multipair_01::scenario_009::pair_04,pair_04,pair_04_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_01,pair_01,pair_01_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_01,pair_01,pair_01_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_01,pair_01,pair_01_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_01,pair_01,pair_01_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_02,pair_02,pair_02_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_02,pair_02,pair_02_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_02,pair_02,pair_02_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_02,pair_02,pair_02_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_03,pair_03,pair_03_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_03,pair_03,pair_03_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_03,pair_03,pair_03_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_03,pair_03,pair_03_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_04,pair_04,pair_04_route_01,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_04,pair_04,pair_04_route_02,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_04,pair_04,pair_04_route_03,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_010,train_mesh_8node_multipair_01::scenario_010::pair_04,pair_04,pair_04_route_04,1
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_01,pair_01,pair_01_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_01,pair_01,pair_01_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_01,pair_01,pair_01_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_01,pair_01,pair_01_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_02,pair_02,pair_02_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_02,pair_02,pair_02_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_02,pair_02,pair_02_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_02,pair_02,pair_02_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_03,pair_03,pair_03_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_03,pair_03,pair_03_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_03,pair_03,pair_03_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_03,pair_03,pair_03_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_04,pair_04,pair_04_route_01,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_04,pair_04,pair_04_route_02,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_04,pair_04,pair_04_route_03,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_011,train_mesh_8node_multipair_01::scenario_011::pair_04,pair_04,pair_04_route_04,2
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_013,train_mesh_8node_multipair_01::scenario_013::pair_01,pair_01,pair_01_route_01,5
train_mesh_8node_multipair_01,train_mesh_8node_multipair_01::scenario_013,train_mesh_8node_multipair_01::scenario_013::pair_01,pair_01,pair_01_route_02,5
